,0
0,48.94986437000667
1,48.94986436647606
2,48.949864339733395
3,48.94986433820772
4,48.94986431626052
5,48.94986432230332
6,48.94986430991114
7,48.94986428068747
8,48.94986419039593
9,48.9498636849652
10,48.94986343163293
11,48.94986361017503
12,48.94986365867015
13,48.94986365867015
14,2520.9722152613035
