,0
0,0.20666666666666667
1,0.17333333333333334
2,0.18
3,0.18
4,0.14
5,0.19333333333333333
6,0.24
7,0.12666666666666668
8,0.21333333333333335
9,0.19333333333333333
10,0.14666666666666667
11,0.21333333333333335
12,0.18666666666666668
13,0.22
14,0.21333333333333335
15,0.16
16,0.16666666666666666
17,0.2
18,0.16666666666666666
19,0.20666666666666667
20,0.15333333333333332
21,0.16
22,0.21333333333333335
23,0.14
24,0.20666666666666667
25,0.14
26,0.2
27,0.14
28,0.12
29,0.18
30,0.17333333333333334
31,0.13333333333333333
32,0.21333333333333335
33,0.14
34,0.16
35,0.16
36,0.17333333333333334
37,0.18
38,0.18666666666666668
39,0.18
40,0.14666666666666667
41,0.17333333333333334
42,0.13333333333333333
43,0.22
44,0.17333333333333334
45,0.10666666666666667
46,0.14
47,0.16
48,0.12666666666666668
49,0.16666666666666666
