,0
0,46.58497386770917
1,46.56376572123383
2,46.52432658387431
3,46.55320265520238
4,46.5426862634284
5,46.5724254343541
6,46.57830601833233
7,46.574653372421075
8,46.50273846315803
9,46.52673358687542
10,2923.8799412066114
