,0
0,48.932607270875835
1,48.96323676290919
2,48.959068597856444
3,48.9682670315295
4,48.987209782158764
5,48.956907283334615
6,48.980144898476226
7,48.966525839029075
8,48.957134974653805
9,48.98795988939219
10,48.981632280682554
11,48.98861391843965
12,48.986152864794256
13,48.976284163668296
14,1698.8721790506852
