,reserve,energy
0,0.0,-1.6295402157300676
1,0.0,-1.629540134114381
2,0.0,-1.629540162165986
3,0.0,-1.6295401719422595
4,0.0,-1.6295401746968938
5,0.0,-1.6295401746968938
