,0
0,0.5133333333333333
1,0.5333333333333333
2,0.5733333333333334
3,0.4266666666666667
4,0.5866666666666667
5,0.5066666666666667
6,0.56
7,0.5933333333333334
8,0.56
9,0.5733333333333334
10,0.5933333333333334
11,0.5466666666666666
12,0.5533333333333333
13,0.6066666666666667
14,0.58
15,0.5333333333333333
16,0.6266666666666667
17,0.5733333333333334
18,0.62
19,0.66
20,0.5333333333333333
21,0.5733333333333334
22,0.6133333333333333
23,0.5133333333333333
24,0.5066666666666667
25,0.5933333333333334
26,0.5733333333333334
27,0.64
28,0.5133333333333333
29,0.52
30,0.62
31,0.52
32,0.5466666666666666
33,0.5266666666666666
34,0.52
35,0.6066666666666667
36,0.6133333333333333
37,0.6266666666666667
38,0.5333333333333333
39,0.49333333333333335
40,0.6266666666666667
41,0.6066666666666667
42,0.5066666666666667
43,0.58
44,0.5466666666666666
45,0.6133333333333333
46,0.6333333333333333
47,0.5733333333333334
48,0.5466666666666666
49,0.5533333333333333
